ID,DATE,PEAK_CURRENT,CHI_SQUARED,NUMBER_OF_SENSORS,HIT_GROUND,DISCHARGES,LAND_COVER,REL_HUMIDITY,AVG_REL_HUMIDITY_1_DAY,AVG_REL_HUMIDITY_3_DAY,AVG_REL_HUMIDITY_5_DAY,AVG_REL_HUMIDITY_10_DAY,AVG_REL_HUMIDITY_15_DAY,TEMPERATURE,AVG_TEMPERATURE_1_DAY,AVG_TEMPERATURE_3_DAY,AVG_TEMPERATURE_5_DAY,AVG_TEMPERATURE_10_DAY,AVG_TEMPERATURE_15_DAY,RAIN,SUM_RAIN_1_DAY,SUM_RAIN_3_DAY,SUM_RAIN_5_DAY,SUM_RAIN_10_DAY,SUM_RAIN_15_DAY,SOLAR_IRRADIANCE,SUM_SOLAR_IRRADIANCE_1_DAY,SUM_SOLAR_IRRADIANCE_3_DAY,SUM_SOLAR_IRRADIANCE_5_DAY,SUM_SOLAR_IRRADIANCE_10_DAY,SUM_SOLAR_IRRADIANCE_15_DAY,WIND,SUM_WIND_1_DAY,SUM_WIND_3_DAY,SUM_WIND_5_DAY,SUM_WIND_10_DAY,SUM_WIND_15_DAY
1746480,2017-06-08T23:41:14.944920Z,-8.658,3.8,2,True,3,232,83.0,56.9375,59.38194444444444,67.77083333333333,71.37916666666666,66.01944444444445,7.7,10.325000000000001,8.15486111111111,6.437916666666667,6.254999999999999,7.663333333333337,1.4,1.4,1.4,7.999999999999998,47.39999999999996,47.39999999999996,0.0,16730.0,44293.0,61822.0,101513.0,176446.0,2.4,86.00000000000001,267.3,462.99999999999994,868.9999999999998,1257.2000000000003
708214,2019-01-27T14:12:45.243763Z,6.216,1.9,2,True,1,221,60.0,85.22916666666667,65.1875,59.016666666666666,72.02083333333333,73.47638888888889,13.5,5.583333333333333,5.275694444444444,5.69375,5.228541666666668,5.469722222222219,0.1,0.1,0.1,0.1,7.3999999999999995,7.6000000000000005,269.0,3782.0,15485.0,23582.0,40419.0,61937.0,1.2,40.70000000000001,179.79999999999995,476.20000000000016,727.8000000000002,1026.6
708211,2019-01-27T14:03:16.017266Z,27.9535,2.5,5,True,2,111,87.0,88.75,61.25,63.18333333333333,70.23958333333333,74.12777777777778,10.4,6.779166666666666,9.163194444444445,7.520000000000002,6.937291666666662,6.676111111111102,3.1,3.1,3.1,5.5,10.2,10.2,82.0,3598.0,15839.0,23491.0,43607.0,65354.0,,,,,,
708210,2019-01-27T14:03:15.989906Z,-27.0655,7.3,4,True,2,111,87.0,88.75,61.25,63.18333333333333,70.23958333333333,74.12777777777778,10.4,6.779166666666666,9.163194444444445,7.520000000000002,6.937291666666662,6.676111111111102,3.1,3.1,3.1,5.5,10.2,10.2,82.0,3598.0,15839.0,23491.0,43607.0,65354.0,,,,,,
1873230,2017-09-07T00:31:37.584937Z,-9.4905,1.5,3,True,3,223,98.0,87.39583333333333,78.36111111111111,77.80416666666666,73.16041666666666,65.97916666666667,15.5,17.679166666666667,17.94166666666666,16.63833333333333,17.830208333333335,19.331666666666656,0.0,11.600000000000001,11.8,11.899999999999999,20.799999999999997,20.799999999999997,0.0,7545.0,26991.0,50533.0,99558.0,161526.0,0.5,67.2,183.5,313.6,818.5000000000005,1173.8999999999994
1873518,2017-09-07T01:10:37.913376Z,-4.3845,5.0,2,True,1,229,100.0,83.27083333333333,76.94444444444444,75.56666666666666,73.78125,74.36527777777778,19.6,21.995833333333334,22.11041666666667,21.069166666666685,22.163541666666667,22.8738888888889,3.0,17.9,18.4,18.4,20.299999999999997,20.5,,,,,,,,,,,,
1873341,2017-09-07T00:38:00.540538Z,-8.325,0.9,2,True,2,222,100.0,98.89583333333333,90.36111111111111,90.85,81.97083333333333,68.5375,11.7,13.435416666666674,13.591666666666661,12.238749999999994,13.627916666666668,15.710972222222257,2.2,7.0,14.799999999999997,15.099999999999994,25.500000000000007,25.800000000000004,0.0,4509.0,21765.0,40591.0,86871.0,151511.0,5.9,311.3999999999999,764.4999999999999,1445.6000000000013,3498.1,4879.599999999996
1873516,2017-09-07T01:07:48.605633Z,5.6425,8.3,2,True,1,223,68.0,80.0625,72.50694444444444,69.0875,67.93333333333334,70.77083333333333,19.0,21.093749999999996,21.534722222222225,20.655000000000005,21.522083333333335,22.334583333333327,0.0,3.2,3.2,4.5,5.6,5.6,0.0,3252.0,27448.0,48397.0,94246.0,158250.0,,,,,,
1873523,2017-09-07T01:16:43.067706Z,-7.0855,0.5,2,True,1,223,100.0,83.27083333333333,76.94444444444444,75.56666666666666,73.78125,74.36527777777778,19.6,21.995833333333334,22.11041666666667,21.069166666666685,22.163541666666667,22.8738888888889,3.0,17.9,18.4,18.4,20.299999999999997,20.5,,,,,,,,,,,,
1873519,2017-09-07T01:11:30.382638Z,5.254,0.2,2,True,1,221,100.0,83.27083333333333,76.94444444444444,75.56666666666666,73.78125,74.36527777777778,19.6,21.995833333333334,22.11041666666667,21.069166666666685,22.163541666666667,22.8738888888889,3.0,17.9,18.4,18.4,20.299999999999997,20.5,,,,,,,,,,,,
