Nº Servei,DATA,HORA,X,Y,NOM_FOC,REGIO,SUPERFÍCIE (HA),Observacions
,08/08/2006,18:05:00,379883,4625599,Molsosoa,RELL,"0,0000",
,08/08/2006,18:15:00,387103,4606958,Òdena,REMS,"0,0000",
,08/08/2006,18:16:00,370420,4623884,Calonge de Segarra,RELL,"0,0000",
,08/08/2006,18:33:00,412139,4579812,Vallirana,REMS,"0,0000",
,08/08/2006,18:43:00,405816,4579579,Olesa de Bonesvalls,REMS,"0,0000",
,08/08/2006,19:12:00,433431,4605348,Llicà d'Amunt,REMS,"0,0000",
,08/08/2006,19:20:00,396553,4566408,Sant Pere de Ribes,REMS,"0,0000",
,15/08/2006,18:41:00,304041,4542442,Tivissa ,RETE,"0,0000",
,15/08/2006,18:55:00,311630,4538300,Perelló,RETE,"0,0000",
,15/08/2006,19:04:00,315515,4553488,Marçà,RET,"0,0000",
,23/08/2006,20:38:00,273763,4529720,Horta de Sant Joan,RETE,"0,0000",
,26/08/2006,12:20:00,315484,4744646,Vielha,RELL,"0,0000","0,002"
,09/09/2006,16:05:00,417437,4687388,Collada de Tosses,REC,"0,0000","0,002"
,09/09/2006,17:58:00,343389,4594904,Montblanquet,RELL,"0,0000",100 m2
,11/09/2006,15:40:00,391011,4595714,Cabrera d'Igualada,REMS,"0,0000",20 m2
,11/09/2006,17:56:00,361314,4718893,Àreu - Les canals,RELL,"0,0000",
,12/09/2006,10:00:00,313914,4527588,Ametlla de mar,RET,"0,0000",10m2
,26/10/2006,17:37:00,321679,4731482,Bonh de gargs - Vielha,RELL,"0,0000",
